cefrLevel,unitId,unitFocus,lessonId,lessonTitle,keyword,definition,definitionSource,gradedExampleSentence,exampleSource,imageBrief,generationBrief,generatedImage,imageState,reviewStatus,permanentAssetReference
"A1","a1d01","greetings, names, classroom instructions","a1d01l4","Reading and Critical Thinking: First Words and Classroom English","surname","surname is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""surname"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show surname clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: surname in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d01","greetings, names, classroom instructions","a1d01l5","Speaking and Writing Project: First Words and Classroom English","open","open is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""open"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show open clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: open in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d01","greetings, names, classroom instructions","a1d01l5","Speaking and Writing Project: First Words and Classroom English","close","close is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""close"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show close clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: close in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d01","greetings, names, classroom instructions","a1d01l5","Speaking and Writing Project: First Words and Classroom English","please","please is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""please"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show please clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: please in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d01","greetings, names, classroom instructions","a1d01l5","Speaking and Writing Project: First Words and Classroom English","thank you","thank you is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""thank you"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show thank you clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: thank you in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d01","greetings, names, classroom instructions","a1d01l5","Speaking and Writing Project: First Words and Classroom English","hello","hello is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""hello"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show hello clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: hello in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d01","greetings, names, classroom instructions","a1d01l5","Speaking and Writing Project: First Words and Classroom English","good morning","good morning is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""good morning"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show good morning clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: good morning in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d01","greetings, names, classroom instructions","a1d01l5","Speaking and Writing Project: First Words and Classroom English","name","name is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""name"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show name clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: name in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d01","greetings, names, classroom instructions","a1d01l5","Speaking and Writing Project: First Words and Classroom English","first name","first name is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""first name"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show first name clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: first name in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A1","a1d01","greetings, names, classroom instructions","a1d01l5","Speaking and Writing Project: First Words and Classroom English","surname","surname is a useful word for greetings, names, classroom instructions. I can point to it, say it, and use it in a short sentence.","TEMPLATE_CEFR_STYLE","I use ""surname"" when I talk about greetings, names, classroom instructions.","TEMPLATE_CEFR_STYLE","Show surname clearly in a greetings, names, classroom instructions situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: surname in greetings, names, classroom instructions; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
